Suburb,Rooms,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Propertycount
Sunshine,3,950000,12.6,3020,3,1,1,700,145,3755
Sunshine,3,625000,12.6,3020,3,1,1,203,,3755
Sunshine,2,710000,12.6,3020,2,1,0,457,,3755
Sunshine,3,735000,12.6,3020,3,1,2,539,,3755
Sunshine,3,1001000,12.6,3020,3,1,5,879,,3755
Sunshine,3,780000,12.6,3020,3,1,0,486,115,3755
Sunshine,2,710000,12.6,3020,2,1,2,619,,3755
Sunshine,4,1350500,12.6,3020,4,1,0,726,181,3755
Sunshine,3,745000,12.6,3020,3,1,2,518,122,3755
Sunshine,2,490000,12.6,3020,2,1,1,322,,3755
Sunshine,4,700000,12.6,3020,4,2,1,807,,3755
Sunshine,5,895000,12.6,3020,4,2,2,690,,3755
Sunshine,3,657500,12.6,3020,3,1,1,513,116,3755
Sunshine,4,1030000,12.6,3020,4,2,2,803,309,3755
Sunshine,3,460000,12.6,3020,3,2,1,119,110,3755
Sunshine,3,725000,12.6,3020,3,1,3,534,,3755
Sunshine,3,620000,12.6,3020,3,1,1,376,,3755
Sunshine,3,460000,12.6,3020,3,1,1,306,,3755
Sunshine,2,470000,12.6,3020,2,1,1,234,,3755
Sunshine,3,910000,12.6,3020,3,1,1,725,,3755
Sunshine,3,702000,12.6,3020,3,1,1,542,,3755
Sunshine,3,580000,12.6,3020,3,1,1,469,,3755
Sunshine,3,490000,12.6,3020,3,1,1,301,115,3755
Sunshine,4,890000,12.6,3020,4,1,2,668,127,3755
Sunshine,3,675000,12.6,3020,3,1,1,500,,3755
Sunshine,2,425000,12.6,3020,2,1,1,225,80,3755
Sunshine,3,715000,12.6,3020,3,1,2,558,104,3755
Sunshine,3,816000,12.6,3020,3,1,1,511,113,3755
Sunshine,2,825000,12.6,3020,2,1,3,580,,3755
Sunshine,3,950000,12.6,3020,3,1,4,704,,3755
Sunshine,2,425500,12.6,3020,2,1,0,153,72,3755
Sunshine,3,735000,12.6,3020,3,1,3,435,,3755
Sunshine,3,595000,12.6,3020,3,1,1,36,,3755
Sunshine,3,735000,12.6,3020,3,1,1,490,,3755
Sunshine,3,610000,12.6,3020,3,1,0,705,118,3755
Sunshine,3,600000,12.6,3020,3,1,1,0,126,3755
Sunshine,3,595999,12.6,3020,3,1,1,750,,3755
Sunshine,2,591000,12.6,3020,2,1,0,210,,3755
Sunshine,3,590000,12.6,3020,3,1,1,438,,3755
Sunshine,4,691000,12.6,3020,4,1,1,521,,3755
Sunshine,3,701000,12.6,3020,3,1,1,550,,3755
Sunshine,2,688000,12.6,3020,2,1,1,611,,3755
Sunshine,2,611000,12.6,3020,2,1,2,204,77,3755
Sunshine,3,655000,12.6,3020,3,1,1,497,,3755
Sunshine,2,551000,12.6,3020,2,1,2,613,,3755
Sunshine,3,750000,12.6,3020,3,1,1,483,,3755
Sunshine,4,670000,12.6,3020,4,1,1,603,106,3755
Sunshine,4,888000,12.6,3020,4,1,2,562,,3755
Sunshine,3,607500,12.6,3020,3,1,2,487,,3755
Sunshine,3,850000,12.6,3020,3,1,2,505,,3755
Sunshine,4,590000,12.6,3020,3,1,1,490,,3755
Sunshine,2,555000,12.6,3020,2,1,1,254,,3755
Sunshine,3,605000,12.6,3020,3,1,1,462,104,3755
Sunshine,4,930000,12.6,3020,4,2,2,504,174,3755
Sunshine,2,550000,12.6,3020,2,1,1,0,,3755
Sunshine,3,880000,12.6,3020,3,1,3,463,107,3755
Sunshine,3,570000,12.6,3020,3,1,2,535,105,3755
Sunshine,3,700000,12.6,3020,3,1,4,505,75,3755
Sunshine,3,571000,12.6,3020,3,1,2,589,,3755
Sunshine,4,835000,12.6,3020,4,2,2,465,,3755
Sunshine,3,625000,12.6,3020,3,1,1,459,120,3755
Sunshine,3,695000,12.6,3020,3,1,1,616,117,3755
Sunshine,3,794000,12.6,3020,3,1,0,426,,3755
Sunshine,3,890000,12.6,3020,3,1,1,668,,3755
Sunshine,3,910000,12.6,3020,3,2,2,653,650,3755
Sunshine,3,607000,12.6,3020,3,1,2,563,122,3755
Sunshine,3,679500,12.6,3020,3,1,1,351,125,3755
Sunshine,3,500000,12.6,3020,3,1,2,224,159,3755
Sunshine,4,895000,12.6,3020,4,2,3,430,144,3755
Sunshine,3,762500,12.6,3020,3,1,1,510,,3755
Sunshine,2,702000,12.6,3020,2,1,0,611,,3755
Sunshine,2,410000,12.6,3020,2,2,2,204,85,3755
Sunshine,2,720000,12.6,3020,2,1,2,465,,3755
Sunshine,3,590000,12.6,3020,3,2,1,286,,3755
Sunshine,3,635000,12.6,3020,4,1,1,631,107,3755
Sunshine,3,711000,12.6,3020,3,1,2,494,,3755
Sunshine,4,700000,12.6,3020,4,1,5,650,,3755
Sunshine,2,435000,12.6,3020,2,1,1,155,,3755
Sunshine,4,1001000,12.6,3020,2,2,2,581,97,3755
Sunshine,3,591500,12.6,3020,3,1,2,427,,3755
Sunshine North,4,716000,13.3,3020,4,1,1,683,,4217
Sunshine North,3,701000,13.3,3020,3,2,0,630,,4217
Sunshine North,3,555000,13.3,3020,3,1,1,565,,4217
Sunshine North,3,490000,13.3,3020,3,1,2,541,,4217
Sunshine North,3,620500,13.3,3020,3,1,1,609,,4217
Sunshine North,3,480000,13.3,3020,3,1,2,546,99,4217
Sunshine North,2,435000,13.3,3020,2,1,4,343,81,4217
Sunshine North,3,607000,13.3,3020,3,1,2,575,,4217
Sunshine North,3,600000,13.3,3020,3,1,3,634,,4217
Sunshine North,2,560000,13.3,3020,2,1,1,615,106,4217
Sunshine North,4,626800,13.3,3020,4,1,2,581,130,4217
Sunshine North,3,670000,13.3,3020,3,1,2,532,,4217
Sunshine North,3,571500,13.3,3020,3,2,2,528,137,4217
Sunshine North,2,315000,13.3,3020,2,1,1,14,,4217
Sunshine North,3,630000,13.3,3020,3,1,4,625,,4217
Sunshine North,3,685000,13.3,3020,3,1,3,592,,4217
Sunshine North,3,690000,13.3,3020,3,1,3,629,,4217
Sunshine North,5,605000,13.3,3020,5,2,2,661,133,4217
Sunshine North,3,808000,13.3,3020,3,1,2,692,,4217
Sunshine North,3,790000,13.3,3020,3,1,2,568,,4217
Sunshine North,3,600000,13.3,3020,3,1,2,751,112,4217
Sunshine North,3,650000,13.3,3020,3,1,0,598,112,4217
Sunshine North,4,640000,13.3,3020,4,1,1,609,,4217
Sunshine North,4,736000,13.3,3020,4,1,2,615,133,4217
Sunshine North,3,605000,13.3,3020,3,1,1,617,,4217
Sunshine North,3,650000,13.3,3020,3,1,1,611,,4217
Sunshine North,3,725000,13.3,3020,3,1,1,668,,4217
Sunshine North,2,715000,13.3,3020,2,1,2,588,,4217
Sunshine North,4,735000,13.3,3020,4,2,5,635,201,4217
Sunshine North,3,635800,13.3,3020,3,1,1,602,,4217
Sunshine North,3,432500,13.3,3020,3,1,1,581,,4217
Sunshine North,3,621000,13.3,3020,3,1,1,619,,4217
Sunshine North,3,580000,13.3,3020,3,1,1,0,,4217
Sunshine North,3,680000,13.3,3020,3,1,2,553,105,4217
Sunshine North,3,700000,13.3,3020,3,1,2,538,111,4217
Sunshine North,3,650000,13.3,3020,3,1,2,476,,4217
Sunshine North,2,1190000,13.3,3020,2,1,6,968,141,4217
Sunshine North,3,591000,13.3,3020,3,1,2,673,673,4217
Sunshine North,3,665000,13.3,3020,3,1,2,707,101,4217
Sunshine North,3,710000,13.3,3020,3,1,1,610,,4217
Sunshine North,4,705000,13.3,3020,4,2,1,570,,4217
Sunshine North,3,520000,13.3,3020,3,1,1,535,,4217
Sunshine North,3,620000,13.3,3020,3,3,2,221,155,4217
Sunshine North,3,503000,13.3,3020,3,1,1,251,90,4217
Sunshine North,5,1000000,13.3,3020,4,2,1,786,295,4217
Sunshine North,3,650000,13.3,3020,3,1,1,556,,4217
Sunshine North,3,871000,13.3,3020,3,1,2,694,,4217
Sunshine West,3,496000,13.5,3020,3,1,2,780,,6763
Sunshine West,3,488000,13.5,3020,3,1,2,538,,6763
Sunshine West,3,560000,13.5,3020,3,1,3,582,115,6763
Sunshine West,3,615000,13.5,3020,3,2,6,667,152,6763
Sunshine West,3,450000,13.5,3020,3,3,1,344,178,6763
Sunshine West,3,581000,13.5,3020,3,1,4,656,,6763
Sunshine West,4,625000,13.5,3020,4,2,2,611,,6763
Sunshine West,4,645400,13.5,3020,4,2,3,765,,6763
Sunshine West,3,680000,13.5,3020,3,1,2,726,144,6763
Sunshine West,3,620000,13.5,3020,3,1,4,699,125,6763
Sunshine West,3,545000,13.5,3020,3,2,1,240,131,6763
Sunshine West,5,621000,13.5,3020,5,2,2,596,176,6763
Sunshine West,3,515000,13.5,3020,3,1,1,620,106,6763
Sunshine West,4,601000,13.5,3020,4,1,4,520,,6763
Sunshine West,3,687000,13.5,3020,3,1,1,695,102,6763
Sunshine West,3,668000,13.5,3020,3,1,2,697,,6763
Sunshine West,3,485000,13.5,3020,3,4,2,482,166,6763
Sunshine West,4,510000,13.5,3020,4,1,1,672,151,6763
Sunshine West,3,665000,13.5,3020,3,3,2,699,,6763
Sunshine West,3,500000,13.5,3020,3,1,1,541,133,6763
Sunshine West,3,825000,13.5,3020,3,1,0,792,,6763
Sunshine West,3,480000,13.5,3020,3,1,2,696,148,6763
Sunshine West,3,544500,13.5,3020,4,2,2,696,,6763
Sunshine West,4,621000,13.5,3020,3,1,1,700,130,6763
Sunshine West,3,575000,13.5,3020,3,1,2,686,,6763
Sunshine West,3,650000,13.5,3020,3,1,3,612,,6763
Sunshine West,3,593000,13.5,3020,3,1,1,534,,6763
Sunshine West,3,690000,13.5,3020,3,1,0,540,121,6763
Sunshine West,3,625000,13.5,3020,3,1,2,650,,6763
Sunshine West,3,660000,13.5,3020,3,1,4,700,,6763
Sunshine West,3,472500,13.5,3020,3,1,1,586,,6763
Sunshine West,3,547500,13.5,3020,3,1,2,603,131,6763
Sunshine West,3,590000,13.5,3020,3,2,4,697,,6763
Sunshine West,1,280000,13.5,3020,1,1,2,0,45,6763
Sunshine West,3,555000,13.5,3020,3,1,1,836,106,6763
Sunshine West,3,587000,13.5,3020,3,1,1,694,,6763
Sunshine West,3,600000,13.5,3020,3,2,2,579,156,6763
Sunshine West,3,622500,13.5,3020,3,1,1,534,131,6763
Sunshine West,2,350000,13.5,3020,2,1,1,235,80,6763
Sunshine West,4,657000,13.5,3020,4,2,4,651,178,6763
Sunshine West,3,795000,13.5,3020,3,1,2,739,,6763
Sunshine West,3,682000,13.5,3020,3,1,1,694,155,6763
Sunshine West,3,520000,13.5,3020,3,1,2,691,170,6763
Sunshine West,3,470000,13.5,3020,3,1,1,591,103,6763
Sunshine West,3,586000,13.5,3020,3,1,1,701,120,6763
Sunshine West,3,305000,13.5,3020,3,1,2,367,114,6763
Sunshine West,4,705000,13.5,3020,4,2,4,759,198,6763
Sunshine West,3,486000,13.5,3020,3,1,2,539,,6763
Sunshine West,4,645000,13.5,3020,4,2,3,616,215,6763
Sunshine West,3,530000,13.5,3020,3,1,1,623,,6763
Sunshine West,3,500000,13.5,3020,3,1,2,627,109,6763
Sunshine West,3,510000,13.5,3020,3,2,1,333,141,6763
Sunshine West,5,715000,13.5,3020,4,2,2,654,,6763
Sunshine West,3,545000,13.5,3020,3,1,2,512,,6763
Sunshine West,3,750500,13.5,3020,3,2,6,805,181,6763
Sunshine West,3,451000,13.5,3020,3,1,6,655,146,6763
Surrey Hills,4,2440000,11.2,3127,4,3,2,596,264,5457
Surrey Hills,3,1110000,11.2,3127,4,2,2,401,129,5457
Surrey Hills,4,2128000,11.2,3127,4,3,2,771,312,5457
Surrey Hills,3,2009000,11.2,3127,3,1,2,843,,5457
Surrey Hills,5,2200000,11.2,3127,5,3,2,735,235,5457
Surrey Hills,3,1330500,11.2,3127,3,2,2,226,,5457
Surrey Hills,3,1325000,11.2,3127,3,2,1,302,,5457
Surrey Hills,3,930000,11.2,3127,3,2,2,252,,5457
Surrey Hills,2,640000,11.2,3127,2,1,1,0,76,5457
Surrey Hills,2,745000,11.2,3127,2,1,1,161,,5457
Surrey Hills,3,2100000,11.2,3127,3,2,2,1255,,5457
Surrey Hills,3,1700000,11.2,3127,3,1,1,763,180,5457
Surrey Hills,4,2500000,11.2,3127,4,2,2,783,256,5457
Surrey Hills,3,1910000,11.2,3127,3,2,1,404,,5457
Surrey Hills,2,1018000,11.2,3127,3,1,2,391,15,5457
Surrey Hills,4,2200000,11.2,3127,4,2,2,734,272,5457
Surrey Hills,3,736000,11.2,3127,3,1,2,195,,5457
Surrey Hills,2,770000,11.2,3127,2,1,1,156,,5457
Surrey Hills,4,2345000,11.2,3127,4,2,2,798,,5457
Surrey Hills,4,2860000,11.2,3127,4,2,2,779,264,5457
Surrey Hills,4,1530000,11.2,3127,4,2,2,486,,5457
Surrey Hills,4,1930000,11.2,3127,4,2,2,867,218,5457
Surrey Hills,4,1812500,11.2,3127,4,2,2,715,230,5457
Surrey Hills,2,760000,11.2,3127,2,1,1,681,80,5457
Surrey Hills,4,1300000,11.2,3127,4,2,2,809,198,5457
Surrey Hills,3,1864000,11.2,3127,2,2,1,405,,5457
Surrey Hills,3,2200000,11.2,3127,3,2,4,816,,5457
Surrey Hills,3,1960000,11.2,3127,3,2,2,585,173,5457
Surrey Hills,2,680000,11.2,3127,2,1,1,387,,5457
Surrey Hills,4,1455000,11.2,3127,4,2,1,494,,5457
Surrey Hills,5,2630000,11.2,3127,5,3,2,777,362,5457
Surrey Hills,3,880000,11.2,3127,3,1,2,217,110,5457
Surrey Hills,5,1650000,11.2,3127,5,5,2,693,,5457
Surrey Hills,3,1755000,11.2,3127,3,2,2,808,159,5457
Surrey Hills,4,1700000,11.2,3127,4,1,1,579,143,5457
Surrey Hills,2,805000,11.2,3127,2,1,2,297,,5457
Surrey Hills,5,1975000,11.2,3127,5,2,2,641,286,5457
Surrey Hills,2,610000,11.2,3127,2,1,1,102,78,5457
Surrey Hills,4,2003000,11.2,3127,4,2,1,383,,5457
Surrey Hills,2,831000,11.2,3127,2,1,1,982,,5457
Surrey Hills,5,1350000,11.2,3127,3,2,2,677,,5457
Surrey Hills,2,550000,11.2,3127,2,1,1,174,,5457
Surrey Hills,4,1850000,11.2,3127,5,2,2,612,292,5457
Surrey Hills,4,2050000,11.2,3127,3,2,2,949,293,5457
Surrey Hills,5,2100000,11.2,3127,5,2,2,1025,277,5457
Surrey Hills,3,1150000,11.2,3127,3,2,1,247,145,5457
Surrey Hills,2,823000,11.2,3127,2,1,2,165,,5457
Surrey Hills,5,2100000,11.2,3127,5,4,3,827,,5457
Surrey Hills,2,770500,11.2,3127,1,2,1,88,92,5457
Surrey Hills,4,1250000,11.2,3127,3,2,2,457,,5457
Surrey Hills,2,600000,11.2,3127,2,1,1,101,105,5457
Surrey Hills,4,2060000,11.2,3127,4,2,2,745,,5457
Surrey Hills,4,1750000,11.2,3127,4,2,3,817,,5457
Surrey Hills,4,1725000,11.2,3127,3,2,2,798,,5457
Surrey Hills,2,620000,11.2,3127,2,1,1,96,,5457
Surrey Hills,2,562500,11.2,3127,2,1,0,0,,5457
Surrey Hills,4,1850000,11.2,3127,3,2,2,632,,5457
Surrey Hills,4,2125000,11.2,3127,4,2,2,702,239,5457
Surrey Hills,2,656000,11.2,3127,1,1,1,951,76,5457
Surrey Hills,4,1650000,11.2,3127,2,1,0,437,,5457
Surrey Hills,5,1518000,11.2,3127,5,2,1,632,231,5457
Surrey Hills,3,1560000,11.2,3127,0,2,1,335,209,5457
Surrey Hills,3,1185000,11.2,3127,3,2,2,267,,5457
Surrey Hills,3,865000,11.2,3127,3,1,1,217,101,5457
Surrey Hills,3,1135000,11.2,3127,3,1,2,414,,5457
Surrey Hills,4,2160000,11.2,3127,4,3,4,1064,236,5457
Surrey Hills,2,899000,11.2,3127,2,1,1,226,,5457
Surrey Hills,6,2000000,11.2,3127,6,3,4,650,,5457
Surrey Hills,3,2300000,11.2,3127,3,2,1,735,219,5457
Surrey Hills,2,520000,11.2,3127,2,1,1,0,,5457
Surrey Hills,5,2450000,11.2,3127,5,4,2,1076,,5457
Surrey Hills,2,600000,11.2,3127,2,1,2,124,80,5457
Surrey Hills,3,2180000,11.2,3127,3,1,2,441,128,5457
Surrey Hills,4,2760000,11.2,3127,4,2,4,924,,5457
Surrey Hills,2,813000,11.2,3127,2,1,2,108,,5457
Surrey Hills,3,1205000,11.2,3127,3,1,2,490,,5457
Surrey Hills,3,1251000,11.2,3127,4,2,1,536,211,5457
Surrey Hills,6,1650000,11.2,3127,4,3,2,713,295,5457
Surrey Hills,2,600000,11.2,3127,2,1,1,163,,5457
Surrey Hills,4,1835000,11.2,3127,4,2,2,619,185,5457
Surrey Hills,2,778500,11.2,3127,2,1,1,170,78,5457
Surrey Hills,4,1751000,11.2,3127,3,1,3,627,,5457
Surrey Hills,2,694000,11.2,3127,3,1,1,0,,5457
Templestowe Lower,3,1150000,13.8,3107,4,2,2,649,,5420
Templestowe Lower,4,1201000,13.8,3107,4,2,2,657,221,5420
Templestowe Lower,4,1165000,13.8,3107,4,2,4,673,170,5420
Templestowe Lower,3,1098000,13.8,3107,3,2,1,649,167,5420
Templestowe Lower,3,742500,13.8,3107,3,1,2,313,128,5420
Templestowe Lower,5,1050000,13.8,3107,5,3,2,728,,5420
Templestowe Lower,4,1257000,13.8,3107,4,3,2,706,,5420
Templestowe Lower,3,1101000,13.8,3107,3,2,2,643,135,5420
Templestowe Lower,3,641000,13.8,3107,3,1,2,349,,5420
Templestowe Lower,8,1150000,13.8,3107,6,4,3,668,,5420
Templestowe Lower,3,1200000,13.8,3107,3,1,2,730,155,5420
Templestowe Lower,4,990000,13.8,3107,4,2,2,652,189,5420
Templestowe Lower,4,1500000,13.8,3107,4,2,2,420,255,5420
Templestowe Lower,3,1290000,13.8,3107,3,1,2,900,125,5420
Templestowe Lower,4,790000,13.8,3107,4,2,5,671,180,5420
Templestowe Lower,5,950000,13.8,3107,5,3,2,700,220,5420
Templestowe Lower,4,1421000,13.8,3107,4,2,2,650,260,5420
Templestowe Lower,3,1051000,13.8,3107,3,2,1,962,142,5420
Templestowe Lower,3,1065000,13.8,3107,3,1,2,664,,5420
Templestowe Lower,4,1120000,13.8,3107,4,2,2,636,,5420
Templestowe Lower,5,1710000,13.8,3107,5,2,2,666,355,5420
Templestowe Lower,4,1280000,13.8,3107,4,2,2,681,158,5420
Templestowe Lower,5,750000,13.8,3107,5,3,4,800,335,5420
Templestowe Lower,4,1000000,13.8,3107,4,3,2,728,164,5420
Templestowe Lower,2,678000,13.8,3107,2,1,1,340,90,5420
Templestowe Lower,3,1010000,13.8,3107,3,2,2,751,175,5420
Templestowe Lower,4,1325000,13.8,3107,4,3,2,740,,5420
Templestowe Lower,3,1210000,13.8,3107,3,1,1,794,134,5420
Templestowe Lower,3,766000,13.8,3107,3,1,1,226,,5420
Templestowe Lower,3,982000,13.8,3107,4,2,2,652,,5420
Templestowe Lower,4,945000,13.8,3107,4,2,2,675,181,5420
Templestowe Lower,3,725000,13.8,3107,3,1,1,465,105,5420
Templestowe Lower,4,975000,13.8,3107,4,2,2,953,,5420
Templestowe Lower,3,1211000,13.8,3107,3,2,2,875,123,5420
Templestowe Lower,4,1100000,13.8,3107,4,2,4,654,199,5420
Templestowe Lower,3,1155000,13.8,3107,3,1,1,770,,5420
Templestowe Lower,4,920000,13.8,3107,4,2,2,678,,5420
Templestowe Lower,3,940000,13.8,3107,3,1,1,661,,5420
Templestowe Lower,3,1053000,13.8,3107,3,1,1,726,,5420
Templestowe Lower,3,1002000,13.8,3107,3,1,2,799,174,5420
Templestowe Lower,3,755000,13.8,3107,3,1,2,265,,5420
Templestowe Lower,4,1209000,13.8,3107,4,2,2,770,160,5420
Templestowe Lower,5,2080000,13.8,3107,5,4,2,646,360,5420
Templestowe Lower,3,1050000,13.8,3107,3,1,2,727,,5420
Templestowe Lower,4,1118000,13.8,3107,4,2,2,705,195,5420
Templestowe Lower,4,1070000,13.8,3107,4,2,2,637,,5420
Templestowe Lower,4,903000,13.8,3107,4,1,2,618,22,5420
Templestowe Lower,3,1220000,13.8,3107,3,1,2,720,133,5420
Templestowe Lower,4,1222000,13.8,3107,4,2,4,732,,5420
Templestowe Lower,3,2025000,13.8,3107,3,1,2,796,,5420
Templestowe Lower,4,1650000,13.8,3107,4,2,2,673,280,5420
Templestowe Lower,4,1182500,13.8,3107,4,2,2,650,150,5420
Templestowe Lower,4,1020000,13.8,3107,4,2,2,652,145,5420
Templestowe Lower,3,838000,13.8,3107,3,2,1,467,180,5420
Templestowe Lower,3,650000,13.8,3107,3,1,2,327,120,5420
Templestowe Lower,4,870000,13.8,3107,4,1,2,826,,5420
Templestowe Lower,3,1509000,13.8,3107,3,2,2,812,158,5420
Templestowe Lower,4,1358500,13.8,3107,4,2,2,742,,5420
Thornbury,3,510000,6.5,3071,3,1,1,0,,8870
Thornbury,2,470000,6.5,3071,2,1,1,0,,8870
Thornbury,2,435000,6.5,3071,2,1,1,1054,,8870
Thornbury,1,517500,6.5,3071,1,1,0,0,53,8870
Thornbury,1,370000,6.5,3071,1,1,1,0,62,8870
Thornbury,2,805000,6.5,3071,2,1,2,164,95,8870
Thornbury,4,1428888,6.5,3071,4,2,1,470,153,8870
Thornbury,2,940000,6.5,3071,2,1,1,372,110,8870
Thornbury,1,270000,6.5,3071,1,1,1,0,33,8870
Thornbury,3,865000,6.5,3071,3,2,2,158,,8870
Thornbury,2,700000,6.5,3071,2,1,1,139,,8870
Thornbury,3,910000,6.5,3071,3,2,1,0,,8870
Thornbury,3,1135000,6.5,3071,3,1,1,294,,8870
Thornbury,1,260000,6.5,3071,1,1,1,0,,8870
Thornbury,2,505000,6.5,3071,2,1,1,0,,8870
Thornbury,1,365000,6.5,3071,1,1,1,0,40,8870
Thornbury,3,1430000,6.5,3071,3,1,3,705,,8870
Thornbury,2,525500,6.5,3071,2,1,1,724,72,8870
Thornbury,3,1210000,6.5,3071,3,2,2,398,,8870
Thornbury,2,944000,6.5,3071,2,1,1,185,78,8870
Thornbury,2,970000,6.5,3071,2,1,3,491,,8870
Thornbury,3,887000,6.5,3071,3,2,2,540,129,8870
Thornbury,1,277500,6.5,3071,1,1,1,0,,8870
Thornbury,3,701000,6.5,3071,3,3,2,273,71,8870
Thornbury,2,740000,6.5,3071,3,1,2,467,,8870
Thornbury,2,1110000,6.5,3071,2,1,0,288,105,8870
Thornbury,4,795000,6.5,3071,4,2,1,402,,8870
Thornbury,1,332000,6.5,3071,1,1,1,612,48,8870
Thornbury,3,1265000,6.5,3071,3,2,2,397,97,8870
Thornbury,2,1085000,6.5,3071,2,1,2,303,102,8870
Thornbury,3,898000,6.5,3071,3,2,2,210,108,8870
Thornbury,3,1235000,6.5,3071,3,3,1,288,133,8870
Thornbury,3,910500,6.5,3071,3,2,2,157,144,8870
Thornbury,3,995000,6.5,3071,2,1,1,327,96,8870
Thornbury,2,760000,6.5,3071,2,1,0,0,75,8870
Thornbury,2,505000,6.5,3071,2,1,0,0,80,8870
Thornbury,3,1400000,6.5,3071,2,2,1,417,159,8870
Thornbury,3,1200000,6.5,3071,3,2,2,430,,8870
Thornbury,3,920000,6.5,3071,2,1,2,410,,8870
Thornbury,3,1110000,6.5,3071,3,1,1,562,156,8870
Thornbury,3,1200000,6.5,3071,3,2,1,345,345,8870
Thornbury,2,560000,6.5,3071,2,1,2,0,,8870
Thornbury,2,450000,6.5,3071,2,1,1,0,52,8870
Thornbury,3,1190000,6.5,3071,3,1,0,0,,8870
Thornbury,3,1020000,6.5,3071,3,1,1,366,,8870
Thornbury,3,1245000,6.5,3071,3,1,1,409,,8870
Thornbury,2,350000,6.5,3071,2,1,1,0,,8870
Thornbury,2,571750,6.5,3071,2,1,1,0,,8870
Thornbury,2,874000,6.5,3071,2,1,2,333,2,8870
Thornbury,3,1427000,6.5,3071,3,1,1,275,127,8870
Thornbury,1,295000,6.5,3071,1,1,1,0,,8870
Thornbury,1,383000,6.5,3071,1,1,1,0,44,8870
Thornbury,2,1164000,6.5,3071,2,2,0,206,,8870
Thornbury,1,315000,6.5,3071,1,1,1,0,,8870
Thornbury,1,245000,6.5,3071,1,1,1,0,,8870
Thornbury,3,1290000,6.5,3071,3,1,2,435,138,8870
Thornbury,2,605000,6.5,3071,2,1,1,133,83,8870
Thornbury,2,450000,6.5,3071,2,1,1,335,59,8870
Thornbury,2,900000,6.5,3071,2,1,1,497,,8870
Thornbury,3,1620000,6.5,3071,3,2,2,477,,8870
Thornbury,2,438000,6.5,3071,2,1,1,0,66,8870
Thornbury,2,1143000,6.5,3071,2,1,2,431,,8870
Thornbury,2,925000,6.5,3071,2,1,1,258,157,8870
Thornbury,3,1250000,6.5,3071,3,2,3,297,234,8870
Thornbury,3,1070000,6.5,3071,3,2,2,158,140,8870
Thornbury,2,371000,6.5,3071,2,1,1,0,,8870
Thornbury,3,1570000,6.5,3071,4,2,1,377,377,8870
Thornbury,2,486000,6.5,3071,2,1,1,0,66,8870
Thornbury,3,1100000,6.5,3071,3,2,2,7330,,8870
Thornbury,2,1211000,6.5,3071,2,1,0,302,97,8870
Thornbury,2,466000,6.5,3071,2,1,1,909,,8870
Thornbury,3,1280000,6.5,3071,3,1,1,253,130,8870
Thornbury,4,1478000,6.5,3071,4,2,0,387,152,8870
Thornbury,3,1280000,6.5,3071,3,2,2,349,,8870
Thornbury,3,1913000,6.5,3071,3,2,2,611,212,8870
Thornbury,3,1272000,6.5,3071,3,1,0,297,,8870
Thornbury,2,972000,6.5,3071,2,1,0,229,,8870
Thornbury,4,928500,6.5,3071,4,2,2,538,150,8870
Thornbury,2,432500,6.5,3071,2,1,1,748,56,8870
Thornbury,1,330000,6.5,3071,1,1,1,0,40,8870
Thornbury,3,1200000,6.5,3071,3,2,2,349,,8870
Thornbury,2,510000,6.5,3071,2,1,1,0,,8870
Thornbury,3,1370000,6.5,3071,3,2,3,417,153,8870
Thornbury,1,303500,6.5,3071,1,1,1,0,41,8870
Thornbury,3,1160000,6.5,3071,3,2,2,644,149,8870
Thornbury,2,601000,6.5,3071,2,1,1,82,,8870
Thornbury,3,1430000,6.5,3071,3,2,2,365,,8870
Thornbury,3,1380000,6.5,3071,3,2,1,359,128,8870
Thornbury,3,1200000,6.5,3071,3,2,1,332,,8870
Toorak,3,1435000,4.6,3142,3,1,0,889,135,7217
Toorak,4,5500000,4.6,3142,4,3,2,691,374,7217
Toorak,1,546000,4.6,3142,1,1,1,1677,,7217
Toorak,3,1635000,4.6,3142,3,1,2,386,,7217
Toorak,2,876000,4.6,3142,2,1,1,649,,7217
Toorak,2,620000,4.6,3142,2,1,1,1119,,7217
Toorak,4,5500000,4.6,3142,4,4,5,877,332,7217
Toorak,2,1300000,4.6,3142,2,1,0,338,,7217
Toorak,3,1689000,4.6,3142,3,1,0,222,118,7217
Toorak,2,517500,4.6,3142,2,1,1,0,,7217
Toorak,3,1100000,4.6,3142,3,2,1,0,126,7217
Toorak,1,430000,4.6,3142,2,1,1,0,,7217
Toorak,2,701500,4.6,3142,2,1,1,0,,7217
Toorak,2,925000,4.6,3142,2,2,2,0,109,7217
Toorak,2,450000,4.6,3142,2,1,1,0,62,7217
Toorak,1,349000,4.6,3142,1,1,1,0,38,7217
Toorak,2,838000,4.6,3142,2,1,1,0,,7217
Toorak,2,380000,4.6,3142,2,1,1,0,,7217
Toorak,1,462800,4.6,3142,1,1,1,0,,7217
Toorak,2,1450000,4.6,3142,2,2,2,0,,7217
Toorak,4,4000000,4.6,3142,3,2,2,632,,7217
Toorak,3,1635000,4.6,3142,3,1,0,1099,,7217
Toorak,3,2400000,4.6,3142,3,3,2,425,,7217
Toorak,1,345000,4.6,3142,1,1,1,0,,7217
Toorak,3,2650000,4.6,3142,3,3,2,0,291,7217
